,title,description,price,date_posted,address,url
48,1570 Lawrence Avenue West  - Jr 1 Bedroom Apartment for Rent,"DescriptionWelcome to 1570 Lawrence Ave West!Fully Renovated 1, 2 &amp; 3 Bedroom Apartments for Rent in the North York region of Toronto.Our sleek and stylish suites offer stunning features throughout including In-Suite Laundry, Self-Controlled Heating and Air Conditioning, ample storage, and modern vinyl plank flooring. Our suites also feature quartz countertops and stainless-steel appliances (fridge, stove, microwave and dishwasher!). All suites feature sophisticated interiors that are rich and comfortable.This property is located in the unique Eglinton West area with vibrant culture and cuisine. Public transport is excellent, with TTC and subway access throughout. The LRT Eglinton Cropsstown Extension is also soon to be complete! 1570 Lawrence Avenue West is surrounded by grocery stores, retsuarants and more! Olympia and Amesbury Park are minutes away from the property offering lots of green space.","$2,099",2023-02-21 13:46:42,"1570 Lawrence Avenue West, Toronto, ON, M6L 1C2",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1570-lawrence-avenue-west-jr-1-bedroom-apartment-for-rent/1646359125
49,Large Luxury 2-Bedroom Toronto Apartment South West Facing,"DescriptionAt Last, This Is What You've Been Searching For!Rosebury Square offers large spacious luxury apartments in the heart of city. Only a ten minute walk away from Eglinton West subway, Glencairn subway &amp; the LRT. Six Minute drive to Yorkdale Mall! Enjoy living steps away from the onsite grocery store (Sobeys), pharmacy and daycare.Pet AmenitiesPet FriendlyLarge dogs allowedMultiple pets allowedTransportation and Parking AmenitiesUnderground garagesOutdoor parkingAssigned parking spacesBike storage lockersBus stop/Public transportation accessLaundry AmenitiesShared laundry roomNew washers and dryersRenovated Laundry24/7 camera survalianceKitchen AmenitiesFully renovatedMicrowaveDishwasherNew stainless appliancesHigh-end countertops and finishesOpen conceptUnit AmenitiesLarge balconyStorage in unitNewly renovatedLuxe vinyl flooringTech AmenitiesHigh-Speed Internet easy access with Bell and RogersOnline Options for making maintenance requestsPre-authorized Payment for rentRecreation AmenitiesPlaygroundOutdoor garden and park areaJogging/walking/bike pathlocal swim houseFamily AmenitiesPlaygroundClose to schools (Forest Hill CI, Glen Park PS, Bialik Hebrew Day School, West Preparatory Jr. PS, Fairbank PS, York Memorial PS, Northern CI, and Lycée Français De Toronto).Daycare services on-siteMiscellaneous AmenitiesSecurity camerasSecurity guardRecyclingwww roseburysquare comINSTAGRAM@RoseburysquareCODE: 141-1406","$2,999",2023-02-19 00:01:46,"141 Lyon Court, Toronto, ON, M6B 3H2",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-luxury-2-bedroom-toronto-apartment-south-west-facing/1649856293
50,For Rent - Non Resident Parking Apartment - 65 Forest Manor Road,"DescriptionASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS. Fully renovated spacious suite with open-concept kitchen featuring chrome accents, breakfast bar, hard surface countertops, undermount double sink, and glass backsplash. Stainless-steel Refrigerator, Stove, Dishwasher (in select units) &amp; Microwave are included. Bathrooms include upgraded fixtures, full size mirror, hard surface countertop, and undermount sink. The unit is freshly painted, has newly finished flooring, new tiles in the kitchen and bathrooms, brand-new light and hardware fixtures. This beautiful building is in close proximity to Fairview Mall, local shopping plaza &amp; big box stores for your day to day necessities. Its close-by parks, schools, medical facilities, has easy access to public transit via the TTC (closest subway station is Don Mills) and GO Transit, and is accessible to major highways. Freshco now within walking distance to the building. You can now view our properties via our 360 degree virtual tours from comfort of your home. Our on-site leasing consultants are also available to tour you through building amenities and available suites via a personal video call. Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.Location DetailsSheppard Avenue E &amp; Don Mills Road WUtilities IncludedHeatProperty AmenitiesVideo surveillanceKeyless entryCovered parkingVisitor parkingOutdoor parkingElevatorsLaundry facilitiesConvenience storePublic transitShopping nearbyParks nearbySchools nearbyNo Smoking allowedOn-Site ManagementEasy Access to Highway 407Suite AmenitiesFridgeStoveDishwasher availableBalconiesIn-suite storageCity viewsCable readyMicrowaveAlarm systemInternet readyFreshly PaintedLarge WindowsPet friendlyNewly RenovatedSpacious SuitesStainless steel appliancesNew CabinetsRenovated BathroomsLarge BalconiesNew Appliances",Please Contact,2023-02-21 16:22:36,"65 Forest Manor Rd, Toronto, ON, M2J 1M5",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-non-resident-parking-apartment-65-forest-manor-road/1650682268
51,For Rent - Non Resident Parking Apartment - 65 Forest Manor Road,"DescriptionASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS. Fully renovated spacious suite with open-concept kitchen featuring chrome accents, breakfast bar, hard surface countertops, undermount double sink, and glass backsplash. Stainless-steel Refrigerator, Stove, Dishwasher (in select units) &amp; Microwave are included. Bathrooms include upgraded fixtures, full size mirror, hard surface countertop, and undermount sink. The unit is freshly painted, has newly finished flooring, new tiles in the kitchen and bathrooms, brand-new light and hardware fixtures. This beautiful building is in close proximity to Fairview Mall, local shopping plaza &amp; big box stores for your day to day necessities. Its close-by parks, schools, medical facilities, has easy access to public transit via the TTC (closest subway station is Don Mills) and GO Transit, and is accessible to major highways. Freshco now within walking distance to the building. You can now view our properties via our 360 degree virtual tours from comfort of your home. Our on-site leasing consultants are also available to tour you through building amenities and available suites via a personal video call. Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.Location DetailsSheppard Avenue E &amp; Don Mills Road WUtilities IncludedHeatProperty AmenitiesVideo surveillanceKeyless entryCovered parkingVisitor parkingOutdoor parkingElevatorsLaundry facilitiesConvenience storePublic transitShopping nearbyParks nearbySchools nearbyNo Smoking allowedOn-Site ManagementEasy Access to Highway 407Suite AmenitiesFridgeStoveDishwasher availableBalconiesIn-suite storageCity viewsCable readyMicrowaveAlarm systemInternet readyFreshly PaintedLarge WindowsPet friendlyNewly RenovatedSpacious SuitesStainless steel appliancesNew CabinetsRenovated BathroomsLarge BalconiesNew Appliances",Please Contact,2023-02-21 16:22:28,"65 Forest Manor Rd, Toronto, ON, M2J 1M5",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-non-resident-parking-apartment-65-forest-manor-road/1650682362
52,For Rent - Non Resident Parking Apartment - 65 Forest Manor Road,"DescriptionASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS. Fully renovated spacious suite with open-concept kitchen featuring chrome accents, breakfast bar, hard surface countertops, undermount double sink, and glass backsplash. Stainless-steel Refrigerator, Stove, Dishwasher (in select units) &amp; Microwave are included. Bathrooms include upgraded fixtures, full size mirror, hard surface countertop, and undermount sink. The unit is freshly painted, has newly finished flooring, new tiles in the kitchen and bathrooms, brand-new light and hardware fixtures. This beautiful building is in close proximity to Fairview Mall, local shopping plaza &amp; big box stores for your day to day necessities. Its close-by parks, schools, medical facilities, has easy access to public transit via the TTC (closest subway station is Don Mills) and GO Transit, and is accessible to major highways. Freshco now within walking distance to the building. You can now view our properties via our 360 degree virtual tours from comfort of your home. Our on-site leasing consultants are also available to tour you through building amenities and available suites via a personal video call. Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.Location DetailsSheppard Avenue E &amp; Don Mills Road WUtilities IncludedHeatProperty AmenitiesVideo surveillanceKeyless entryCovered parkingVisitor parkingOutdoor parkingElevatorsLaundry facilitiesConvenience storePublic transitShopping nearbyParks nearbySchools nearbyNo Smoking allowedOn-Site ManagementEasy Access to Highway 407Suite AmenitiesFridgeStoveDishwasher availableBalconiesIn-suite storageCity viewsCable readyMicrowaveAlarm systemInternet readyFreshly PaintedLarge WindowsPet friendlyNewly RenovatedSpacious SuitesStainless steel appliancesNew CabinetsRenovated BathroomsLarge BalconiesNew Appliances",Please Contact,2023-02-21 16:22:27,"65 Forest Manor Rd, Toronto, ON, M2J 1M5",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-non-resident-parking-apartment-65-forest-manor-road/1650682261
53,For Rent - Non Resident Parking Apartment - 65 Forest Manor Road,"DescriptionASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS. Fully renovated spacious suite with open-concept kitchen featuring chrome accents, breakfast bar, hard surface countertops, undermount double sink, and glass backsplash. Stainless-steel Refrigerator, Stove, Dishwasher (in select units) &amp; Microwave are included. Bathrooms include upgraded fixtures, full size mirror, hard surface countertop, and undermount sink. The unit is freshly painted, has newly finished flooring, new tiles in the kitchen and bathrooms, brand-new light and hardware fixtures. This beautiful building is in close proximity to Fairview Mall, local shopping plaza &amp; big box stores for your day to day necessities. Its close-by parks, schools, medical facilities, has easy access to public transit via the TTC (closest subway station is Don Mills) and GO Transit, and is accessible to major highways. Freshco now within walking distance to the building. You can now view our properties via our 360 degree virtual tours from comfort of your home. Our on-site leasing consultants are also available to tour you through building amenities and available suites via a personal video call. Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.Location DetailsSheppard Avenue E &amp; Don Mills Road WUtilities IncludedHeatProperty AmenitiesVideo surveillanceKeyless entryCovered parkingVisitor parkingOutdoor parkingElevatorsLaundry facilitiesConvenience storePublic transitShopping nearbyParks nearbySchools nearbyNo Smoking allowedOn-Site ManagementEasy Access to Highway 407Suite AmenitiesFridgeStoveDishwasher availableBalconiesIn-suite storageCity viewsCable readyMicrowaveAlarm systemInternet readyFreshly PaintedLarge WindowsPet friendlyNewly RenovatedSpacious SuitesStainless steel appliancesNew CabinetsRenovated BathroomsLarge BalconiesNew Appliances",Please Contact,2023-02-21 16:22:27,"65 Forest Manor Rd, Toronto, ON, M2J 1M5",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-non-resident-parking-apartment-65-forest-manor-road/1650682361
54,For Rent - Non Resident Parking Apartment - 65 Forest Manor Road,"DescriptionASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS. Fully renovated spacious suite with open-concept kitchen featuring chrome accents, breakfast bar, hard surface countertops, undermount double sink, and glass backsplash. Stainless-steel Refrigerator, Stove, Dishwasher (in select units) &amp; Microwave are included. Bathrooms include upgraded fixtures, full size mirror, hard surface countertop, and undermount sink. The unit is freshly painted, has newly finished flooring, new tiles in the kitchen and bathrooms, brand-new light and hardware fixtures. This beautiful building is in close proximity to Fairview Mall, local shopping plaza &amp; big box stores for your day to day necessities. Its close-by parks, schools, medical facilities, has easy access to public transit via the TTC (closest subway station is Don Mills) and GO Transit, and is accessible to major highways. Freshco now within walking distance to the building. You can now view our properties via our 360 degree virtual tours from comfort of your home. Our on-site leasing consultants are also available to tour you through building amenities and available suites via a personal video call. Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.Location DetailsSheppard Avenue E &amp; Don Mills Road WUtilities IncludedHeatProperty AmenitiesVideo surveillanceKeyless entryCovered parkingVisitor parkingOutdoor parkingElevatorsLaundry facilitiesConvenience storePublic transitShopping nearbyParks nearbySchools nearbyNo Smoking allowedOn-Site ManagementEasy Access to Highway 407Suite AmenitiesFridgeStoveDishwasher availableBalconiesIn-suite storageCity viewsCable readyMicrowaveAlarm systemInternet readyFreshly PaintedLarge WindowsPet friendlyNewly RenovatedSpacious SuitesStainless steel appliancesNew CabinetsRenovated BathroomsLarge BalconiesNew Appliances",Please Contact,2023-02-21 16:22:26,"65 Forest Manor Rd, Toronto, ON, M2J 1M5",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-non-resident-parking-apartment-65-forest-manor-road/1650682275
55,For Rent - Non Resident Parking Apartment - 65 Forest Manor Road,"DescriptionASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS. Fully renovated spacious suite with open-concept kitchen featuring chrome accents, breakfast bar, hard surface countertops, undermount double sink, and glass backsplash. Stainless-steel Refrigerator, Stove, Dishwasher (in select units) &amp; Microwave are included. Bathrooms include upgraded fixtures, full size mirror, hard surface countertop, and undermount sink. The unit is freshly painted, has newly finished flooring, new tiles in the kitchen and bathrooms, brand-new light and hardware fixtures. This beautiful building is in close proximity to Fairview Mall, local shopping plaza &amp; big box stores for your day to day necessities. Its close-by parks, schools, medical facilities, has easy access to public transit via the TTC (closest subway station is Don Mills) and GO Transit, and is accessible to major highways. Freshco now within walking distance to the building. You can now view our properties via our 360 degree virtual tours from comfort of your home. Our on-site leasing consultants are also available to tour you through building amenities and available suites via a personal video call. Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.Location DetailsSheppard Avenue E &amp; Don Mills Road WUtilities IncludedHeatProperty AmenitiesVideo surveillanceKeyless entryCovered parkingVisitor parkingOutdoor parkingElevatorsLaundry facilitiesConvenience storePublic transitShopping nearbyParks nearbySchools nearbyNo Smoking allowedOn-Site ManagementEasy Access to Highway 407Suite AmenitiesFridgeStoveDishwasher availableBalconiesIn-suite storageCity viewsCable readyMicrowaveAlarm systemInternet readyFreshly PaintedLarge WindowsPet friendlyNewly RenovatedSpacious SuitesStainless steel appliancesNew CabinetsRenovated BathroomsLarge BalconiesNew Appliances",Please Contact,2023-02-21 16:22:25,"65 Forest Manor Rd, Toronto, ON, M2J 1M5",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-non-resident-parking-apartment-65-forest-manor-road/1650682238
56,For Rent - Non Resident Parking Apartment - 65 Forest Manor Road,"DescriptionASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS. Fully renovated spacious suite with open-concept kitchen featuring chrome accents, breakfast bar, hard surface countertops, undermount double sink, and glass backsplash. Stainless-steel Refrigerator, Stove, Dishwasher (in select units) &amp; Microwave are included. Bathrooms include upgraded fixtures, full size mirror, hard surface countertop, and undermount sink. The unit is freshly painted, has newly finished flooring, new tiles in the kitchen and bathrooms, brand-new light and hardware fixtures. This beautiful building is in close proximity to Fairview Mall, local shopping plaza &amp; big box stores for your day to day necessities. Its close-by parks, schools, medical facilities, has easy access to public transit via the TTC (closest subway station is Don Mills) and GO Transit, and is accessible to major highways. Freshco now within walking distance to the building. You can now view our properties via our 360 degree virtual tours from comfort of your home. Our on-site leasing consultants are also available to tour you through building amenities and available suites via a personal video call. Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.Location DetailsSheppard Avenue E &amp; Don Mills Road WUtilities IncludedHeatProperty AmenitiesVideo surveillanceKeyless entryCovered parkingVisitor parkingOutdoor parkingElevatorsLaundry facilitiesConvenience storePublic transitShopping nearbyParks nearbySchools nearbyNo Smoking allowedOn-Site ManagementEasy Access to Highway 407Suite AmenitiesFridgeStoveDishwasher availableBalconiesIn-suite storageCity viewsCable readyMicrowaveAlarm systemInternet readyFreshly PaintedLarge WindowsPet friendlyNewly RenovatedSpacious SuitesStainless steel appliancesNew CabinetsRenovated BathroomsLarge BalconiesNew Appliances",Please Contact,2023-02-21 16:22:24,"65 Forest Manor Rd, Toronto, ON, M2J 1M5",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-non-resident-parking-apartment-65-forest-manor-road/1650847457
57,For Rent - Non Resident Parking Apartment - 65 Forest Manor Road,"DescriptionASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS. Fully renovated spacious suite with open-concept kitchen featuring chrome accents, breakfast bar, hard surface countertops, undermount double sink, and glass backsplash. Stainless-steel Refrigerator, Stove, Dishwasher (in select units) &amp; Microwave are included. Bathrooms include upgraded fixtures, full size mirror, hard surface countertop, and undermount sink. The unit is freshly painted, has newly finished flooring, new tiles in the kitchen and bathrooms, brand-new light and hardware fixtures. This beautiful building is in close proximity to Fairview Mall, local shopping plaza &amp; big box stores for your day to day necessities. Its close-by parks, schools, medical facilities, has easy access to public transit via the TTC (closest subway station is Don Mills) and GO Transit, and is accessible to major highways. Freshco now within walking distance to the building. You can now view our properties via our 360 degree virtual tours from comfort of your home. Our on-site leasing consultants are also available to tour you through building amenities and available suites via a personal video call. Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.Location DetailsSheppard Avenue E &amp; Don Mills Road WUtilities IncludedHeatProperty AmenitiesVideo surveillanceKeyless entryCovered parkingVisitor parkingOutdoor parkingElevatorsLaundry facilitiesConvenience storePublic transitShopping nearbyParks nearbySchools nearbyNo Smoking allowedOn-Site ManagementEasy Access to Highway 407Suite AmenitiesFridgeStoveDishwasher availableBalconiesIn-suite storageCity viewsCable readyMicrowaveAlarm systemInternet readyFreshly PaintedLarge WindowsPet friendlyNewly RenovatedSpacious SuitesStainless steel appliancesNew CabinetsRenovated BathroomsLarge BalconiesNew Appliances",Please Contact,2023-02-21 16:22:23,"65 Forest Manor Rd, Toronto, ON, M2J 1M5",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-non-resident-parking-apartment-65-forest-manor-road/1650682442
58,For Rent - Non Resident Parking Apartment - 65 Forest Manor Road,"DescriptionASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS. Fully renovated spacious suite with open-concept kitchen featuring chrome accents, breakfast bar, hard surface countertops, undermount double sink, and glass backsplash. Stainless-steel Refrigerator, Stove, Dishwasher (in select units) &amp; Microwave are included. Bathrooms include upgraded fixtures, full size mirror, hard surface countertop, and undermount sink. The unit is freshly painted, has newly finished flooring, new tiles in the kitchen and bathrooms, brand-new light and hardware fixtures. This beautiful building is in close proximity to Fairview Mall, local shopping plaza &amp; big box stores for your day to day necessities. Its close-by parks, schools, medical facilities, has easy access to public transit via the TTC (closest subway station is Don Mills) and GO Transit, and is accessible to major highways. Freshco now within walking distance to the building. You can now view our properties via our 360 degree virtual tours from comfort of your home. Our on-site leasing consultants are also available to tour you through building amenities and available suites via a personal video call. Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.Location DetailsSheppard Avenue E &amp; Don Mills Road WUtilities IncludedHeatProperty AmenitiesVideo surveillanceKeyless entryCovered parkingVisitor parkingOutdoor parkingElevatorsLaundry facilitiesConvenience storePublic transitShopping nearbyParks nearbySchools nearbyNo Smoking allowedOn-Site ManagementEasy Access to Highway 407Suite AmenitiesFridgeStoveDishwasher availableBalconiesIn-suite storageCity viewsCable readyMicrowaveAlarm systemInternet readyFreshly PaintedLarge WindowsPet friendlyNewly RenovatedSpacious SuitesStainless steel appliancesNew CabinetsRenovated BathroomsLarge BalconiesNew Appliances",Please Contact,2023-02-21 16:22:23,"65 Forest Manor Rd, Toronto, ON, M2J 1M5",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-non-resident-parking-apartment-65-forest-manor-road/1650847450
59,For Rent - 1 bedroom Apartment - 111 Cosburn Avenue,"DescriptionLooking for your new rental property in a great location that will complement your lifestyle? 111 Cosburn Avenue is ideally located in the heart of the Danforth, with the Pape TTC Station just minutes away. Below are some of the highlights of 111 Cosburn Avenue for you to get a better idea of what living there would look like.Suite Features:Freshly renovated, bright, and spacious open-concept suiteBeautiful modern kitchen featuring stainless steel appliances (stove, dishwasher, microwave, fridge), breakfast bar, and quartz countertopsBrand new 4-piece bathroom with contemporary cabinetryCommunity Features:On-site laundry facilityIndoor and outdoor parking available (for an additional fee) and visitor parkingControlled access and surveillance camerasLocation Features:Walk score of 78 and Transit score of 69Walking distance to Food BasicsLower Don Parklands and Taylor Creek Dog Park in close proximityBus stop across the street from the buildingClose proximity to Pape TTC subway stationInterested in viewing a suite? Please let me know your preferred date and time and I would be happy to take you on a private tour. You can also click here for a 360-degree virtual tour.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.","$2,150",2023-02-21 16:22:00,"111 Cosburn Avenue, East York, ON, M4J 2L1",https://www.kijiji.ca/v-apartments-condos/markham-york-region/for-rent-1-bedroom-apartment-111-cosburn-avenue/1650682400
60,For Rent - 2 bedrooms Apartment - 111 Cosburn Avenue,"DescriptionLooking for your new rental property in a great location that will complement your lifestyle? 111 Cosburn Avenue is ideally located in the heart of the Danforth, with the Pape TTC Station just minutes away. Below are some of the highlights of 111 Cosburn Avenue for you to get a better idea of what living there would look like.Suite Features:Freshly renovated, bright, and spacious open-concept suiteBeautiful modern kitchen featuring stainless steel appliances (stove, dishwasher, microwave, fridge), breakfast bar, and quartz countertopsBrand new 4-piece bathroom with contemporary cabinetryCommunity Features:On-site laundry facilityIndoor and outdoor parking available (for an additional fee) and visitor parkingControlled access and surveillance camerasLocation Features:Walk score of 78 and Transit score of 69Walking distance to Food BasicsLower Don Parklands and Taylor Creek Dog Park in close proximityBus stop across the street from the buildingClose proximity to Pape TTC subway stationInterested in viewing a suite? Please let me know your preferred date and time and I would be happy to take you on a private tour. You can also click here for a 360-degree virtual tour.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.","$2,600",2023-02-21 16:21:59,"111 Cosburn Avenue, East York, ON, M4J 2L1",https://www.kijiji.ca/v-apartments-condos/markham-york-region/for-rent-2-bedrooms-apartment-111-cosburn-avenue/1650847389
61,For Rent - 4 bedrooms Apartment - 75 Eastdale Avenue,"Description75 Eastdale is a beautiful building, located centrally just north of Danforth and Main in the highly desired Danforth Village neighbourhood in East York. Steps to the Danforth’s grocery stores, shopping, restaurants, and Danforth Go station.This building offers beautiful views overlooking the city; friendly on-site staff and security, 24-hour video surveillance, secure keyless fob entry, laundry on-site, visitor parking, is pet-friendly, and offers public transit right at your doorstep connecting you to all major TTC routes.Key Building Amenities:Heat &amp; Water includedGet access to our free MemberPerks program for residentsParking available ($)On-site laundry facilityPet FriendlyControlled access and surveillance camerasEnhanced cleaning procedures in high traffic areasThorough cleaning of every suite before you move-inFriendly and professional property management trained to ensure that your home is a clean, and safe environment while confined to your suiteMyCommunity Portal is available for ease of rental payments, maintenance requests, and communication with property management, all accessible from your personal device or online.You can now view our properties via our 360 degree virtual tours from comfort of your home. Our on-site leasing consultants are also available to tour you through building amenities and available suites via a personal video call.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.","$3,150",2023-02-21 16:21:58,"75 Eastdale Avenue, East York, ON, M4C 5N3",https://www.kijiji.ca/v-apartments-condos/markham-york-region/for-rent-4-bedrooms-apartment-75-eastdale-avenue/1650682445
62,For Rent - 1 bedroom Apartment - 75 Eastdale Avenue,"Description75 Eastdale is a beautiful building, located centrally just north of Danforth and Main in the highly desired Danforth Village neighbourhood in East York. Steps to the Danforth’s grocery stores, shopping, restaurants, and Danforth Go station.This building offers beautiful views overlooking the city; friendly on-site staff and security, 24-hour video surveillance, secure keyless fob entry, laundry on-site, visitor parking, is pet-friendly, and offers public transit right at your doorstep connecting you to all major TTC routes.Key Building Amenities:Heat &amp; Water includedGet access to our free MemberPerks program for residentsParking available ($)On-site laundry facilityPet FriendlyControlled access and surveillance camerasEnhanced cleaning procedures in high traffic areasThorough cleaning of every suite before you move-inFriendly and professional property management trained to ensure that your home is a clean, and safe environment while confined to your suiteMyCommunity Portal is available for ease of rental payments, maintenance requests, and communication with property management, all accessible from your personal device or online.You can now view our properties via our 360 degree virtual tours from comfort of your home. Our on-site leasing consultants are also available to tour you through building amenities and available suites via a personal video call.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.","$1,975",2023-02-21 16:21:58,"75 Eastdale Avenue, East York, ON, M4C 5N3",https://www.kijiji.ca/v-apartments-condos/markham-york-region/for-rent-1-bedroom-apartment-75-eastdale-avenue/1650682412
63,For Rent - 1 bedroom Apartment - 9 Kingsbridge Court,"DescriptionSuite features:Fully renovated and spacious suitesModern open concept kitchen featuring chrome accents, quartz countertopNew stainless steel double under mount sink with tall sink faucetModern cabinetry, ceramic tiles and backsplashStainless-steel Refrigerator, Stove, Dishwasher and over the range MicrowaveFully renovated bathrooms include upgraded fixtures, new bath tub, ceramic tiles, and new vanity with quartz countertopFreshly painted unit with modern color paletteNewly re-finished flooring in living areaBrand-new light and hardware fixturesSome suites offer walk-in closet and extra storage closetUtilities included:Water and Heat includedHydro included in select units onlyKey Building Amenities:Dedicated and friendly on-site management teamNewly renovated and secured laundry facilityIndoor and Outdoor parking ($)Visitor parking availablePet friendlyKeyless security access and surveillance camerasEnhanced cleaning procedures in high traffic areasThorough cleaning of every suite before you move-inLocation &amp; Neighbourhood:Surrounded by lush green with the Hearthstone Valley Greenbelt, G. Ross Lord Park &amp; some nearby parks including Bathurst &amp; Earl Bales ParkClose to local retail plaza and some major super stores like Canadian Tire, Home Depot, Real Canadian Store, Shoppers Drug Mart &amp; LCBO for you day to day necessitiesEasy access to public transit &amp; highway 401CLICK HERE to book your appointment now with our team to come see your next home. This is truly is a dream abode.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.Location DetailsBathurst Street &amp; Finch Avenue WUtilities IncludedHeatWaterProperty AmenitiesVideo surveillanceCovered parkingVisitor parkingOutdoor parkingElevatorsLaundry facilitiesConvenience storePublic transitShopping nearbyParks nearbySchools nearbyNo Smoking allowedOn-Site ManagementProfessionally ManagedEasy Access to Public TransitEasy Access to Highway 407Centrally LocatedBuzzer EntrySuite AmenitiesFridgeStoveDishwasher availableCeramic floorsHardwood floorsCity viewsWalk-in closetsCable readyMicrowaveAlarm systemInternet readyBright SuitesPet friendlySome BalconiesSpacious SuitesStainless steel appliancesNew CabinetsLarge BalconiesNew AppliancesMicrowave (in select units)","$2,000",2023-02-21 16:21:50,"9 Kingsbridge Court, North York, ON, M2R 1L6",https://www.kijiji.ca/v-apartments-condos/markham-york-region/for-rent-1-bedroom-apartment-9-kingsbridge-court/1650847423
